"EA-Type"	"EA-Package"	"EA-Name"	"EA-GUID"	"EA-Parent"	"EA-Domain"	"EA-Domain-GUID"	"EA-Range"	"ap-label-nl"	"ap-definition-nl"	"ap-usageNote-nl"	"ap-codelist"	"external term"	"namespace"	"localname"	"type"	"domain"	"range"	"parent"	"min card"	"max card"
"Package"	""	"OSLO-Gebouw"	"{A021A8CB-C605-414a-B84E-70AF7E293367}"	""	""	""	""	""	""	""	""	""	"https://data.vlaanderen.be/ns/"	"gebouw"	"http://www.w3.org/2002/07/owl#Ontology"	""	""	""	""	""
"ENUMERATION"	"OSLO-Gebouw"	"GebouweenheidstatusWaarde"	"{4CA98EFC-DCFC-4110-ABB5-966E595A17CB}"	""	""	""	""	""	"TODO"	""	""	"false"	"https://data.vlaanderen.be/ns/gebouw#"	"GebouweenheidstatusWaarde"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"OSLO-Gebouw"	"2DGeometrieMethodeWaarde"	"{D9C38FD1-EB43-4a32-ACBA-7F03F657F46E}"	""	""	""	""	""	"TODO"	""	""	"false"	"https://data.vlaanderen.be/ns/gebouw#2"	"DGeometrieMethodeWaarde"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"OSLO-Generiek"	"VerticaleReferentieWaarde"	"{0217459B-4F09-49b8-A7A3-DDDD242BDD18}"	""	""	""	""	""	"TODO"	""	"http://inspire.ec.europa.eu/codelist/VerticalReferenceValue"	"true"	"http://www.w3.org/2004/02/skos/core#"	"Concept"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"OSLO-Generiek"	"HorizontaleReferentieWaarde"	"{134B9984-67A2-4b13-92EF-9F44EF76E136}"	""	""	""	""	""	"TODO"	""	"http://inspire.ec.europa.eu/codelist/HorizontalGeometryReferenceValue"	"true"	"http://www.w3.org/2004/02/skos/core#"	"Concept"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"DATATYPE"	"OSLO-Generiek"	"Geometrie"	"{891193CD-0AF5-4144-88E0-66B0113E8838}"	""	""	""	""	"Geometrie"	"TODO"	""	""	"true"	"http://www.w3.org/ns/locn#"	"Geometry"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"DATATYPE"	"OSLO-Gebouw"	"2DGebouwgeometrie"	"{4D84C1B3-E502-40e6-9F0B-E93A0B0BF6D7}"	""	""	""	""	"2D Gebouwgeometrie"	"Geometrie van het gebouw en metadata over welk deel van het gebouw door de geometrie wordt voorgesteld en hoe deze werd bepaald."	""	""	"false"	"https://data.vlaanderen.be/ns/gebouw#2"	"DGebouwgeometrie"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"OSLO-Adres"	"Locatieaanduidingtype"	"{489BE893-9EDF-421a-80F8-47700C984D27}"	""	""	""	""	"Locatieaanduidingtype"	"Aard vd locatieaanduiding."	""	"http://inspire.ec.europa.eu/codelist/LocatorDesignatorTypeValue"	"true"	"http://www.w3.org/2004/02/skos/core#"	"Concept"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"DATATYPE"	"OSLO-Adres"	"Locatieaanduiding"	"{9FAC43BA-2573-4e8b-B606-912A4B41B9A8}"	""	""	""	""	"Locatieaanduiding"	"Alfanumerieke code die een adreslocator uniek identificeert binnen de straat, administratieve eenheid etc."	""	""	"true"	"https://data.vlaanderen.be/ns/adres#"	"Locatieaanduiding"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"DATATYPE"	"OSLO-Generiek"	"Gebeurtenisdatum"	"{FA80B78F-8D8B-4ace-B4BF-D3A49CFB9898}"	""	""	""	""	"Gebeurtenisdatum"	"Datum waarop een gebeurtenis plaatsvond evt op een alternatieve manier beschreven. "	""	""	"true"	"https://data.vlaanderen.be/ns/generiek#"	"Gebeurtenisdatum"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"OSLO-Gebouw"	"GebouwstatusWaarde"	"{1D78165C-E211-4ce3-9D48-74099CC53201}"	""	""	""	""	""	"Waarden die de status van een gebouw weergeven."	""	""	"true"	"http://www.w3.org/2004/02/skos/core#"	"Concept"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"ENUMERATION"	"OSLO-Gebouw"	"FunctieWaarde"	"{429973BA-E92B-4a71-AA4B-A9410E9F9F44}"	""	""	""	""	""	"Waarden die het huidig gebruik weergeven."	""	""	"true"	"http://www.w3.org/2004/02/skos/core#"	"Concept"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"DATATYPE"	"OSLO-Adres"	"Adresvoorstelling"	"{9C892166-AB1F-49ab-B1E6-275D824CFC80}"	""	""	""	""	"Adresvoorstelling"	"Meer leesbare voorstelling met enkel de basisgegevens van het adres, bedoeld voor het gebruik van een adres als attribuut van een ander object."	""	""	"true"	"http://www.w3.org/ns/locn#"	"Address"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"CLASS"	"OSLO-Adres"	"Adres"	"{3AC36F48-C747-4466-9F24-822EBF96B3D5}"	""	""	""	""	"Belgisch Adres"	"Informatie die toelaat om op een gestructureerde en unieke manier te verwijzen naar een gebouweenheid, een ligplaats, een standplaats of een perceel op basis van een gemeentenaam, een straatnaam, een huisnummer en eventueel een busnummer en een postcode."	""	""	"true"	"https://data.vlaanderen.be/ns/adres#"	"Adres"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://www.w3.org/ns/prov#Entity"	""	""
"CLASS"	"OSLO-Adres"	"AdresseerbaarObject"	"{875D1BD6-083E-468b-AEAE-441B29393E49}"	""	""	""	""	"Adresseerbaar Object"	"Geografisch object dat met een adres kan worden geïdentificeerd."	""	""	"true"	"https://data.vlaanderen.be/ns/adres#"	"AdresseerbaarObject"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	""	""	""
"CLASS"	"OSLO-Gebouw"	"Gebouw"	"{0FC721D7-400B-497f-A9FE-F5E879B921A5}"	""	""	""	""	"Gebouw"	"Een gesloten en/of overdekt, bovengronds of ondergronds bouwwerk, dat dient of bestemd is, ofwel om mensen, dieren en voorwerpen onder te brengen, ofwel om economische goederen te vervaardigen of diensten te verstrekken. Een gebouw verwijst naar gelijk welke structuur die op blijvende wijze op een terrein opgetrokken of gebouwd wordt."	""	""	"false"	"https://data.vlaanderen.be/ns/gebouw#"	"Gebouw"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://www.w3.org/ns/prov#Entity"	""	""
"CLASS"	"OSLO-Gebouw"	"Gebouweenheid"	"{21C2BA24-2479-4dc0-A492-652CBE76F732}"	"AdresseerbaarObject"	""	""	""	"Gebouweenheid"	"De kleinste eenheid binnen een gebouw die geschikt is voor woon-, bedrijfsmatige, of recreatieve doeleinden en die ontsloten wordt via een eigen afsluitbare toegang vanaf de openbare weg, een erf of een gedeelde circulatieruimte. Een gebouweenheid is in functioneel opzicht zelfstandig. Daarnaast kan een gebouweenheid ook een gemeenschappelijk deel zijn."	""	""	"false"	"https://data.vlaanderen.be/ns/gebouw#"	"Gebouweenheid"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://www.w3.org/ns/prov#Entity, https://data.vlaanderen.be/ns/adres#AdresseerbaarObject"	""	""
"CLASS"	"OSLO-Perceel"	"Perceel"	"{6FF52DDB-795D-47e9-A008-1FC7E4006774}"	"AdresseerbaarObject"	""	""	""	"Perceel"	"Deel van het grondgebied officieel vastgesteld met een kadastraal of administratief doel."	""	""	"true"	"https://data.vlaanderen.be/ns/perceel#"	"Perceel"	"http://www.w3.org/2000/01/rdf-schema#Class"	""	""	"http://www.w3.org/ns/prov#Entity, https://data.vlaanderen.be/ns/adres#AdresseerbaarObject"	""	""
"connector"	""	"isToegekendAan"	"{D67C0D3B-3A63-4925-A8C7-7EC1A6056278}"	""	"Adres"	"{3AC36F48-C747-4466-9F24-822EBF96B3D5}"	"AdresseerbaarObject"	"is toegekend aan"	"Adresseerbaar object waaraan het adres is toegekend."	""	""	"true"	"https://data.vlaanderen.be/ns/adres#"	"isToegekendAan"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/adres#Adres"	"https://data.vlaanderen.be/ns/adres#AdresseerbaarObject"	""	""	""
"connector"	""	"ligtOp"	"{A8C0C84C-5FC8-424e-A245-899E06AEF5BB}"	""	"Gebouw"	"{0FC721D7-400B-497f-A9FE-F5E879B921A5}"	"Perceel"	"ligt op"	"De gebouweenheden die tot het gebouw behoren."	""	""	"false"	"https://data.vlaanderen.be/ns/gebouw#"	"ligtOp"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/gebouw#Gebouw"	"https://data.vlaanderen.be/ns/perceel#Perceel"	""	""	""
"connector"	""	"verwijstNaar"	"{FE5C3875-1BF9-4122-BFB2-4446C9CDE805}"	""	"Adresvoorstelling"	"{9C892166-AB1F-49ab-B1E6-275D824CFC80}"	"Adres"	"verwijst naar"	"Adres waarvan de adresvoorstelling is afgeleid."	""	""	"true"	"https://data.vlaanderen.be/ns/adres#"	"verwijstNaar"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"http://www.w3.org/ns/locn#Address"	"https://data.vlaanderen.be/ns/adres#Adres"	""	""	""
"connector"	""	"bestaatUit"	"{CE2D6660-A7EF-486e-BF92-1FF3A16E2324}"	""	"Gebouw"	"{0FC721D7-400B-497f-A9FE-F5E879B921A5}"	"Gebouweenheid"	"bestaat uit"	"De percelen waarmee het gebouw officieel geassocieerd is."	""	""	"false"	"https://data.vlaanderen.be/ns/gebouw#"	"bestaatUit"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/gebouw#Gebouw"	"https://data.vlaanderen.be/ns/gebouw#Gebouweenheid"	""	""	""
"attribute"	"OSLO-Generiek"	"gml"	"{09EE56A5-C94B-49e6-832B-D937621D264D}"	""	"Geometrie"	"{891193CD-0AF5-4144-88E0-66B0113E8838}"	"GetypeerdeString"	"als GML"	"TODO"	"Gebruik http://www.opengis.net/ont/geosparql#gmlLiteral als datatype."	""	"true"	"http://www.opengis.net/ont/geosparql#"	"asGML"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://www.w3.org/ns/locn#Geometry"	"http://www.w3.org/2000/01/rdf-schema#Literal"	""	"1"	"1"
"attribute"	"OSLO-Generiek"	"wkt"	"{8A0C8FDD-CAA2-4861-83A4-D01CB6D5195B}"	""	"Geometrie"	"{891193CD-0AF5-4144-88E0-66B0113E8838}"	"GetypeerdeString"	"als WKT"	"TODO"	"Gebruik http://www.opengis.net/ont/geosparql#wktLiteral als datatype."	""	"true"	"http://www.opengis.net/ont/geosparql#"	"asWKT"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://www.w3.org/ns/locn#Geometry"	"http://www.w3.org/2000/01/rdf-schema#Literal"	""	"1"	"1"
"attribute"	"OSLO-Gebouw"	"default"	"{AD869DA2-4881-4593-845E-9D37275F12B4}"	""	"2DGebouwgeometrie"	"{4D84C1B3-E502-40e6-9F0B-E93A0B0BF6D7}"	"Boolean"	"default"	"Geometrie die moet worden gebruikt bv bij voorstelling op kaart."	""	""	"false"	"https://data.vlaanderen.be/ns/gebouw#"	"default"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/gebouw#2DGebouwgeometrie"	"http://www.w3.org/2001/XMLSchema#boolean"	""	"1"	"1"
"attribute"	"OSLO-Gebouw"	"geometrie"	"{CA85DC66-0E0C-4d14-B88E-4F5CF2147D0F}"	""	"2DGebouwgeometrie"	"{4D84C1B3-E502-40e6-9F0B-E93A0B0BF6D7}"	"Geometrie"	"geometrie"	"2D geometrische voorstelling van het gebouw."	""	""	"false"	"https://data.vlaanderen.be/ns/gebouw#"	"geometrie"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/gebouw#2DGebouwgeometrie"	"http://www.w3.org/ns/locn#Geometry"	""	"1"	"1"
"attribute"	"OSLO-Gebouw"	"horizontaleReferentie"	"{28521D82-D021-46c5-92FC-88C10D0509E1}"	""	"2DGebouwgeometrie"	"{4D84C1B3-E502-40e6-9F0B-E93A0B0BF6D7}"	"HorizontaleReferentieWaarde"	"horizontale referentie"	"Aspect van het object dat door de xy-coördinaten wordt voorgesteld."	""	""	"false"	"https://data.vlaanderen.be/ns/gebouw#"	"horizontaleReferentie"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/gebouw#2DGebouwgeometrie"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"1"
"attribute"	"OSLO-Gebouw"	"methode"	"{10BC3452-BD72-4896-B5D6-066A3C25CBD2}"	""	"2DGebouwgeometrie"	"{4D84C1B3-E502-40e6-9F0B-E93A0B0BF6D7}"	"2DGeometrieMethodeWaarde"	"methode"	"Beschrijving van de manier waarop de geometrie aangemaakt werd."	""	""	"false"	"https://data.vlaanderen.be/ns/gebouw#"	"methode"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/gebouw#2DGebouwgeometrie"	"https://data.vlaanderen.be/ns/gebouw#2DGeometrieMethodeWaarde"	""	"1"	"1"
"attribute"	"OSLO-Gebouw"	"verticaleReferentie"	"{75505B22-1F6C-454f-910B-EE2F83239FA5}"	""	"2DGebouwgeometrie"	"{4D84C1B3-E502-40e6-9F0B-E93A0B0BF6D7}"	"VerticaleReferentieWaarde"	"verticale referentie"	"Aspect van het object dat door de z-coördinaten wordt voorgesteld."	""	""	"false"	"https://data.vlaanderen.be/ns/gebouw#"	"verticaleReferentie"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/gebouw#2DGebouwgeometrie"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"1"
"attribute"	"OSLO-Adres"	"aanduiding"	"{9D4D4CCC-A9A9-48b7-BC5B-6CC3A264B7AB}"	""	"Locatieaanduiding"	"{9FAC43BA-2573-4e8b-B606-912A4B41B9A8}"	"String"	"aanduiding"	"Alfanumerieke code waarmee het identificerend deel van een adreslocator wordt aangeduid."	""	""	"true"	"https://data.vlaanderen.be/ns/adres#"	"Locatieaanduiding.aanduiding"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/adres#Locatieaanduiding"	"http://www.w3.org/2001/XMLSchema#string"	""	"1"	"1"
"attribute"	"OSLO-Adres"	"type"	"{3EEB1968-1FB4-4397-AB00-53291D3B7E2B}"	""	"Locatieaanduiding"	"{9FAC43BA-2573-4e8b-B606-912A4B41B9A8}"	"Locatieaanduidingtype"	"type"	"Aard vd locatieaanduiding."	""	""	"true"	"https://data.vlaanderen.be/ns/adres#"	"Locatieaanduiding.type"	"http://www.w3.org/2002/07/owl#ObjectProperty"	"https://data.vlaanderen.be/ns/adres#Locatieaanduiding"	"http://www.w3.org/2004/02/skos/core#Concept"	""	"1"	"1"
"attribute"	"OSLO-Generiek"	"begin"	"{A1940CF2-1664-4172-928D-7892C53686B8}"	""	"Gebeurtenisdatum"	"{FA80B78F-8D8B-4ace-B4BF-D3A49CFB9898}"	"DateTime"	"begin"	"Datum en tijd waarop de gebeurtenis startte."	""	""	"true"	"https://data.vlaanderen.be/ns/generiek#"	"Gebeurtenisdatum.begin"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/generiek#Gebeurtenisdatum"	"http://www.w3.org/2001/XMLSchema#dateTime"	""	"1"	"1"
"attribute"	"OSLO-Generiek"	"einde"	"{A954834B-DA14-43e4-A805-D51F5C98550E}"	""	"Gebeurtenisdatum"	"{FA80B78F-8D8B-4ace-B4BF-D3A49CFB9898}"	"DateTime"	"einde"	"Datum en tijd waarop de gebeurtenis eindigde."	""	""	"true"	"https://data.vlaanderen.be/ns/generiek#"	"Gebeurtenisdatum.einde"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/generiek#Gebeurtenisdatum"	"http://www.w3.org/2001/XMLSchema#dateTime"	""	"1"	"1"
"attribute"	"OSLO-Generiek"	"tussentijdstip"	"{88A7C094-E372-4c64-8863-13E4C8E83C94}"	""	"Gebeurtenisdatum"	"{FA80B78F-8D8B-4ace-B4BF-D3A49CFB9898}"	"DateTime"	"tussentijdstip"	"Datum en tijd van een moment tussen begin en einde."	""	""	"true"	"https://data.vlaanderen.be/ns/generiek#"	"tussentijdstip"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"https://data.vlaanderen.be/ns/generiek#Gebeurtenisdatum"	"http://www.w3.org/2001/XMLSchema#dateTime"	""	"1"	"1"
"attribute"	"OSLO-Adres"	"administratieveEenheidNiveau1"	"{6D6A838C-0FC1-47ed-9B96-C26100FC8B09}"	""	"Adresvoorstelling"	"{9C892166-AB1F-49ab-B1E6-275D824CFC80}"	"TaalString"	"administratieve eenheid niveau 1"	"Hoogste Administratieve eenheid vh adres, doorgaans een land."	""	""	"true"	"http://www.w3.org/ns/locn#"	"adminUnitL1"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://www.w3.org/ns/locn#Address"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#langString"	""	"1"	"1"
"attribute"	"OSLO-Adres"	"administratieveEenheidNiveau2"	"{670B4E1A-138C-498c-9A4D-116054010652}"	""	"Adresvoorstelling"	"{9C892166-AB1F-49ab-B1E6-275D824CFC80}"	"TaalString"	"administratieve eenheid niveau 2"	"De regio vh adres, doorgaans een provincie of deelstaat of gelijkaardig gebied dat typisch meerdere plaatsen omvat."	""	""	"true"	"http://www.w3.org/ns/locn#"	"adminUnitL2"	"http://www.w3.org/2002/07/owl#DatatypeProperty"	"http://www.w3.org/ns/locn#Address"	"http://www.w3.org/1999/02/22-rdf-syntax-ns#langString"	""	"1"	"1"
